"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Vermont"	"50"	"2012"	"2012"	1199	527567	227.269712
	"Vermont"	"50"	"2013"	"2013"	1242	524157	236.951906
	"Vermont"	"50"	"2014"	"2014"	1225	520363	235.412587
	"Vermont"	"50"	"2015"	"2015"	1325	516149	256.708819
	"Vermont"	"50"	"2016"	"2016"	1340	511662	261.891639
	"Vermont"	"50"	"2017"	"2017"	1337	506788	263.818401
"Total"	"Vermont"	"50"			22672	10073220	225.072023
	"Virginia"	"51"	"1999"	"1999"	14644	6215037	235.622089
	"Virginia"	"51"	"2000"	"2000"	15111	6286182	240.384386
	"Virginia"	"51"	"2001"	"2001"	15293	6392223	239.243844
	"Virginia"	"51"	"2002"	"2002"	15552	6469219	240.399962
	"Virginia"	"51"	"2003"	"2003"	16095	6536072	246.248817
	"Virginia"	"51"	"2004"	"2004"	15656	6632064	236.065273
	"Virginia"	"51"	"2005"	"2005"	16496	6715075	245.656229
	"Virginia"	"51"	"2006"	"2006"	16313	6793418	240.129490
	"Virginia"	"51"	"2007"	"2007"	16612	6850609	242.489390
	"Virginia"	"51"	"2008"	"2008"	16513	6903122	239.210606
	"Virginia"	"51"	"2009"	"2009"	16522	6969016	237.077946
	"Virginia"	"51"	"2010"	"2010"	16293	7024087	231.958972
	"Virginia"	"51"	"2011"	"2011"	16762	7085541	236.566269
	"Virginia"	"51"	"2012"	"2012"	16662	7123362	233.906405
	"Virginia"	"51"	"2013"	"2013"	16807	7155024	234.897884
	"Virginia"	"51"	"2014"	"2014"	17169	7179403	239.142447
	"Virginia"	"51"	"2015"	"2015"	17600	7194600	244.627915
	"Virginia"	"51"	"2016"	"2016"	18034	7183064	251.062778
	"Virginia"	"51"	"2017"	"2017"	18326	7198592	254.577562
"Total"	"Virginia"	"51"			312460	129905710	240.528303
	"Washington"	"53"	"1999"	"1999"	10344	5185209	199.490512
	"Washington"	"53"	"2000"	"2000"	10550	5231973	201.644771
	"Washington"	"53"	"2001"	"2001"	10739	5315766	202.021684
	"Washington"	"53"	"2002"	"2002"	11375	5374899	211.631884
	"Washington"	"53"	"2003"	"2003"	11596	5417005	214.066629
	"Washington"	"53"	"2004"	"2004"	11624	5479638	212.130801
	"Washington"	"53"	"2005"	"2005"	11932	5543734	215.233992
	"Washington"	"53"	"2006"	"2006"	12112	5636802	214.873611
	"Washington"	"53"	"2007"	"2007"	12327	5708654	215.935315
	"Washington"	"53"	"2008"	"2008"	12744	5784738	220.303841
	"Washington"	"53"	"2009"	"2009"	12863	5860810	219.474782
	"Washington"	"53"	"2010"	"2010"	12592	5896863	213.537265
	"Washington"	"53"	"2011"	"2011"	12856	5965165	215.517928
	"Washington"	"53"	"2012"	"2012"	12981	5988595	216.762028
	"Washington"	"53"	"2013"	"2013"	13124	6020322	217.994984
	"Washington"	"53"	"2014"	"2014"	13507	6068775	222.565510
	"Washington"	"53"	"2015"	"2015"	13770	6134305	224.475307
	"Washington"	"53"	"2016"	"2016"	13612	6206937	219.303015
	"Washington"	"53"	"2017"	"2017"	14136	6290701	224.712635
"Total"	"Washington"	"53"			234784	109110891	215.179253
	"West Virginia"	"54"	"1999"	"1999"	4793	1535001	312.247354
	"West Virginia"	"54"	"2000"	"2000"	4944	1531449	322.831514
	"West Virginia"	"54"	"2001"	"2001"	4989	1524578	327.238095
	"West Virginia"	"54"	"2002"	"2002"	5214	1527886	341.255827
	"West Virginia"	"54"	"2003"	"2003"	5297	1533070	345.515860
	"West Virginia"	"54"	"2004"	"2004"	5326	1536497	346.632633
	"West Virginia"	"54"	"2005"	"2005"	5451	1539231	354.137878
	"West Virginia"	"54"	"2006"	"2006"	5610	1543807	363.387392
	"West Virginia"	"54"	"2007"	"2007"	5890	1546577	380.841044
	"West Virginia"	"54"	"2008"	"2008"	5826	1548396	376.260337
	"West Virginia"	"54"	"2009"	"2009"	5985	1552826	385.426313
	"West Virginia"	"54"	"2010"	"2010"	5927	1555590	381.012992
	"West Virginia"	"54"	"2011"	"2011"	6231	1554394	400.863616
	"West Virginia"	"54"	"2012"	"2012"	6214	1543464	402.600903
	"West Virginia"	"54"	"2013"	"2013"	6154	1534263	401.104635
	"West Virginia"	"54"	"2014"	"2014"	6245	1521714	410.392492
	"West Virginia"	"54"	"2015"	"2015"	6413	1507840	425.310378
	"West Virginia"	"54"	"2016"	"2016"	6608	1487585	444.209911
	"West Virginia"	"54"	"2017"	"2017"	6692	1464258	457.023284
"Total"	"West Virginia"	"54"			109809	29088426	377.500660
	"Wisconsin"	"55"	"1999"	"1999"	9490	4631473	204.902414
	"Wisconsin"	"55"	"2000"	"2000"	9729	4661122	208.726568
	"Wisconsin"	"55"	"2001"	"2001"	9930	4701930	211.189873
	"Wisconsin"	"55"	"2002"	"2002"	10317	4736651	217.812121
	"Wisconsin"	"55"	"2003"	"2003"	10220	4766065	214.432661
	"Wisconsin"	"55"	"2004"	"2004"	9998	4795735	208.476907
	"Wisconsin"	"55"	"2005"	"2005"	10647	4822142	220.793996
	"Wisconsin"	"55"	"2006"	"2006"	10386	4846697	214.290268
	"Wisconsin"	"55"	"2007"	"2007"	10887	4869907	223.556631
	"Wisconsin"	"55"	"2008"	"2008"	10754	4885134	220.137257
	"Wisconsin"	"55"	"2009"	"2009"	10661	4901328	217.512478
	"Wisconsin"	"55"	"2010"	"2010"	10825	4909672	220.483161
	"Wisconsin"	"55"	"2011"	"2011"	11311	4919147	229.938239
	"Wisconsin"	"55"	"2012"	"2012"	11181	4901898	228.095321
	"Wisconsin"	"55"	"2013"	"2013"	11519	4892746	235.430165
	"Wisconsin"	"55"	"2014"	"2014"	11486	4881696	235.287081
	"Wisconsin"	"55"	"2015"	"2015"	11622	4869203	238.683826
	"Wisconsin"	"55"	"2016"	"2016"	12168	4850290	250.871597
	"Wisconsin"	"55"	"2017"	"2017"	12032	4840926	248.547489
"Total"	"Wisconsin"	"55"			205163	91683762	223.772449
	"Wyoming"	"56"	"1999"	"1999"	1063	434946	244.398155
	"Wyoming"	"56"	"2000"	"2000"	1036	436089	237.566185
	"Wyoming"	"56"	"2001"	"2001"	1105	436152	253.352042
	"Wyoming"	"56"	"2002"	"2002"	1138	440878	258.121294
	"Wyoming"	"56"	"2003"	"2003"	1198	443258	270.271490
	"Wyoming"	"56"	"2004"	"2004"	1146	447930	255.843547
	"Wyoming"	"56"	"2005"	"2005"	1213	451970	268.380645
	"Wyoming"	"56"	"2006"	"2006"	1257	459357	273.643375
	"Wyoming"	"56"	"2007"	"2007"	1294	470112	275.253557
	"Wyoming"	"56"	"2008"	"2008"	1293	479365	269.731833
	"Wyoming"	"56"	"2009"	"2009"	1268	491244	258.120201
	"Wyoming"	"56"	"2010"	"2010"	1372	493536	277.993905
	"Wyoming"	"56"	"2011"	"2011"	1331	495891	268.405759
	"Wyoming"	"56"	"2012"	"2012"	1346	500904	268.714165
	"Wyoming"	"56"	"2013"	"2013"	1328	503969	263.508271
	"Wyoming"	"56"	"2014"	"2014"	1398	502512	278.202312
	"Wyoming"	"56"	"2015"	"2015"	1433	501408	285.795201
	"Wyoming"	"56"	"2016"	"2016"	1362	497689	273.664879
	"Wyoming"	"56"	"2017"	"2017"	1333	487708	273.319281
"Total"	"Wyoming"	"56"			23914	8974918	266.453688
"Total"					12713687	4995137723	254.521251
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: All"
"Place of Death: All"
"Race: All"
"States: All"
"Ten-Year Age Groups: < 1 year, 1-4 years, 5-14 years, 15-24 years, 25-34 years, 35-44 years, 45-54 years, 55-64 years"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: All"
"Group By: State, Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Dec 28, 2018 1:26:53 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Dec 28, 2018 1:26:53 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"3. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1 resident"
"population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
