"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"2003"	"2003"	13986	4946033	282.772072
	"Missouri"	"29"	"2004"	"2004"	13872	4980193	278.543422
	"Missouri"	"29"	"2005"	"2005"	14320	5016364	285.465728
	"Missouri"	"29"	"2006"	"2006"	14655	5058092	289.733757
	"Missouri"	"29"	"2007"	"2007"	14257	5091267	280.028527
	"Missouri"	"29"	"2008"	"2008"	15051	5111581	294.449017
	"Missouri"	"29"	"2009"	"2009"	14989	5134112	291.949221
	"Missouri"	"29"	"2010"	"2010"	14942	5150633	290.100265
	"Missouri"	"29"	"2011"	"2011"	15293	5156036	296.603825
	"Missouri"	"29"	"2012"	"2012"	15260	5138807	296.956083
	"Missouri"	"29"	"2013"	"2013"	15500	5136394	301.768128
	"Missouri"	"29"	"2014"	"2014"	15869	5131374	309.254402
	"Missouri"	"29"	"2015"	"2015"	16301	5128750	317.835730
	"Missouri"	"29"	"2016"	"2016"	16364	5114979	319.923112
	"Missouri"	"29"	"2017"	"2017"	16563	5106499	324.351380
"Total"	"Missouri"	"29"			280154	95846991	292.292953
	"Montana"	"30"	"1999"	"1999"	1852	777556	238.182202
	"Montana"	"30"	"2000"	"2000"	1885	781246	241.281235
	"Montana"	"30"	"2001"	"2001"	1911	784436	243.614520
	"Montana"	"30"	"2002"	"2002"	2079	787871	263.875685
	"Montana"	"30"	"2003"	"2003"	2102	794335	264.623868
	"Montana"	"30"	"2004"	"2004"	2021	802733	251.764908
	"Montana"	"30"	"2005"	"2005"	2187	810671	269.776518
	"Montana"	"30"	"2006"	"2006"	2183	819910	266.248735
	"Montana"	"30"	"2007"	"2007"	2247	828691	271.150525
	"Montana"	"30"	"2008"	"2008"	2261	836084	270.427373
	"Montana"	"30"	"2009"	"2009"	2377	840055	282.957663
	"Montana"	"30"	"2010"	"2010"	2254	842673	267.482167
	"Montana"	"30"	"2011"	"2011"	2390	846747	282.256684
	"Montana"	"30"	"2012"	"2012"	2388	846852	281.985518
	"Montana"	"30"	"2013"	"2013"	2423	850397	284.925746
	"Montana"	"30"	"2014"	"2014"	2365	852424	277.444089
	"Montana"	"30"	"2015"	"2015"	2635	854938	308.209484
	"Montana"	"30"	"2016"	"2016"	2528	857480	294.817372
	"Montana"	"30"	"2017"	"2017"	2462	859970	286.289057
"Total"	"Montana"	"30"			42550	15675069	271.450161
	"Nebraska"	"31"	"1999"	"1999"	3077	1472233	209.002244
	"Nebraska"	"31"	"2000"	"2000"	2938	1479068	198.638602
	"Nebraska"	"31"	"2001"	"2001"	3026	1487555	203.421050
	"Nebraska"	"31"	"2002"	"2002"	3273	1496093	218.769822
	"Nebraska"	"31"	"2003"	"2003"	3114	1506645	206.684388
	"Nebraska"	"31"	"2004"	"2004"	3120	1517240	205.636551
	"Nebraska"	"31"	"2005"	"2005"	3152	1528071	206.273138
	"Nebraska"	"31"	"2006"	"2006"	3279	1537457	213.274257
	"Nebraska"	"31"	"2007"	"2007"	3303	1545718	213.687102
	"Nebraska"	"31"	"2008"	"2008"	3372	1555630	216.761055
	"Nebraska"	"31"	"2009"	"2009"	3364	1568551	214.465453
	"Nebraska"	"31"	"2010"	"2010"	3365	1579664	213.019984
	"Nebraska"	"31"	"2011"	"2011"	3449	1592259	216.610489
	"Nebraska"	"31"	"2012"	"2012"	3494	1598171	218.624916
	"Nebraska"	"31"	"2013"	"2013"	3457	1604508	215.455454
	"Nebraska"	"31"	"2014"	"2014"	3691	1610514	229.181491
	"Nebraska"	"31"	"2015"	"2015"	3781	1617479	233.758831
	"Nebraska"	"31"	"2016"	"2016"	3652	1620372	225.380345
	"Nebraska"	"31"	"2017"	"2017"	3745	1624703	230.503667
"Total"	"Nebraska"	"31"			63652	29541931	215.463234
	"Nevada"	"32"	"1999"	"1999"	4857	1720676	282.272781
	"Nevada"	"32"	"2000"	"2000"	5072	1779328	285.051435
	"Nevada"	"32"	"2001"	"2001"	5208	1866606	279.009068
	"Nevada"	"32"	"2002"	"2002"	5475	1932153	283.362653
	"Nevada"	"32"	"2003"	"2003"	5876	1996087	294.375947
	"Nevada"	"32"	"2004"	"2004"	5880	2082500	282.352941
	"Nevada"	"32"	"2005"	"2005"	6396	2160400	296.056286
	"Nevada"	"32"	"2006"	"2006"	6375	2242243	284.313520
	"Nevada"	"32"	"2007"	"2007"	6482	2310316	280.567680
	"Nevada"	"32"	"2008"	"2008"	6414	2350612	272.865109
	"Nevada"	"32"	"2009"	"2009"	6446	2369442	272.047174
	"Nevada"	"32"	"2010"	"2010"	6400	2376192	269.338505
	"Nevada"	"32"	"2011"	"2011"	6537	2383844	274.220964
	"Nevada"	"32"	"2012"	"2012"	6439	2398017	268.513526
	"Nevada"	"32"	"2013"	"2013"	6625	2409236	274.983439
	"Nevada"	"32"	"2014"	"2014"	6686	2437252	274.325347
	"Nevada"	"32"	"2015"	"2015"	6921	2468727	280.346916
	"Nevada"	"32"	"2016"	"2016"	7167	2498916	286.804358
	"Nevada"	"32"	"2017"	"2017"	7203	2538980	283.696603
"Total"	"Nevada"	"32"			118459	42321527	279.902471
	"New Hampshire"	"33"	"1999"	"1999"	2086	1075405	193.973433
	"New Hampshire"	"33"	"2000"	"2000"	2121	1087816	194.977827
	"New Hampshire"	"33"	"2001"	"2001"	2156	1106241	194.894241
	"New Hampshire"	"33"	"2002"	"2002"	2245	1118462	200.722063
	"New Hampshire"	"33"	"2003"	"2003"	2279	1127499	202.128782
	"New Hampshire"	"33"	"2004"	"2004"	2246	1134252	198.015961
	"New Hampshire"	"33"	"2005"	"2005"	2424	1140793	212.483772
	"New Hampshire"	"33"	"2006"	"2006"	2387	1146516	208.195961
	"New Hampshire"	"33"	"2007"	"2007"	2450	1146461	213.701120
	"New Hampshire"	"33"	"2008"	"2008"	2413	1144548	210.825584
	"New Hampshire"	"33"	"2009"	"2009"	2467	1140833	216.245498
	"New Hampshire"	"33"	"2010"	"2010"	2384	1138202	209.453155
	"New Hampshire"	"33"	"2011"	"2011"	2546	1133818	224.551030
	"New Hampshire"	"33"	"2012"	"2012"	2506	1126915	222.377020
	"New Hampshire"	"33"	"2013"	"2013"	2566	1120254	229.055196
	"New Hampshire"	"33"	"2014"	"2014"	2759	1115750	247.277616
	"New Hampshire"	"33"	"2015"	"2015"	2840	1111666	255.472417
	"New Hampshire"	"33"	"2016"	"2016"	3043	1107991	274.641220
	"New Hampshire"	"33"	"2017"	"2017"	2954	1106638	266.934625
"Total"	"New Hampshire"	"33"			46872	21330060	219.746217
	"New Jersey"	"34"	"1999"	"1999"	16919	7250369	233.353640
	"New Jersey"	"34"	"2000"	"2000"	17056	7301214	233.604987
	"New Jersey"	"34"	"2001"	"2001"	17886	7377817	242.429434
	"New Jersey"	"34"	"2002"	"2002"	17208	7436769	231.390810
	"New Jersey"	"34"	"2003"	"2003"	17101	7482852	228.535858
	"New Jersey"	"34"	"2004"	"2004"	16935	7515261	225.341475
	"New Jersey"	"34"	"2005"	"2005"	17013	7531321	225.896626
	"New Jersey"	"34"	"2006"	"2006"	17450	7537103	231.521315
	"New Jersey"	"34"	"2007"	"2007"	16417	7542366	217.663794
	"New Jersey"	"34"	"2008"	"2008"	16500	7553185	218.450892
	"New Jersey"	"34"	"2009"	"2009"	16154	7581981	213.057775
	"New Jersey"	"34"	"2010"	"2010"	16359	7605901	215.082999
	"New Jersey"	"34"	"2011"	"2011"	16875	7612795	221.666287
	"New Jersey"	"34"	"2012"	"2012"	16502	7614035	216.731339
	"New Jersey"	"34"	"2013"	"2013"	16515	7615871	216.849786
	"New Jersey"	"34"	"2014"	"2014"	16522	7624672	216.691288
	"New Jersey"	"34"	"2015"	"2015"	16711	7614387	219.466124
	"New Jersey"	"34"	"2016"	"2016"	17486	7571857	230.934102
	"New Jersey"	"34"	"2017"	"2017"	17907	7587041	236.020868
"Total"	"New Jersey"	"34"			321516	142956797	224.904311
	"New Mexico"	"35"	"1999"	"1999"	4002	1599670	250.176599
	"New Mexico"	"35"	"2000"	"2000"	3964	1606821	246.698294
	"New Mexico"	"35"	"2001"	"2001"	4188	1614291	259.432779
	"New Mexico"	"35"	"2002"	"2002"	4371	1634006	267.502078
	"New Mexico"	"35"	"2003"	"2003"	4523	1651650	273.847365
	"New Mexico"	"35"	"2004"	"2004"	4553	1673412	272.078843
	"New Mexico"	"35"	"2005"	"2005"	4675	1695255	275.769722
	"New Mexico"	"35"	"2006"	"2006"	4863	1717805	283.093832
	"New Mexico"	"35"	"2007"	"2007"	4973	1739297	285.920116
	"New Mexico"	"35"	"2008"	"2008"	5107	1752288	291.447525
	"New Mexico"	"35"	"2009"	"2009"	5070	1770585	286.346038
	"New Mexico"	"35"	"2010"	"2010"	4998	1786924	279.698521
	"New Mexico"	"35"	"2011"	"2011"	5238	1799849	291.024414
	"New Mexico"	"35"	"2012"	"2012"	5319	1790705	297.033850
	"New Mexico"	"35"	"2013"	"2013"	5206	1778626	292.697847
	"New Mexico"	"35"	"2014"	"2014"	5572	1766717	315.387241
	"New Mexico"	"35"	"2015"	"2015"	5514	1754704	314.241034
	"New Mexico"	"35"	"2016"	"2016"	5745	1738589	330.440374
	"New Mexico"	"35"	"2017"	"2017"	5636	1735469	324.753712
"Total"	"New Mexico"	"35"			93517	32606663	286.803344
	"New York"	"36"	"1999"	"1999"	38413	16452970	233.471525
	"New York"	"36"	"2000"	"2000"	37957	16528105	229.651252
	"New York"	"36"	"2001"	"2001"	39889	16620011	240.005858
	"New York"	"36"	"2002"	"2002"	38191	16665402	229.163389
	"New York"	"36"	"2003"	"2003"	37866	16694944	226.811183
	"New York"	"36"	"2004"	"2004"	37313	16683343	223.654216
	"New York"	"36"	"2005"	"2005"	37047	16638482	222.658533
	"New York"	"36"	"2006"	"2006"	36746	16612403	221.196175
	"New York"	"36"	"2007"	"2007"	36457	16614787	219.425022
	"New York"	"36"	"2008"	"2008"	36127	16653167	216.937715
	"New York"	"36"	"2009"	"2009"	36095	16714856	215.945623
	"New York"	"36"	"2010"	"2010"	35658	16760159	212.754545
	"New York"	"36"	"2011"	"2011"	35934	16800503	213.886453
	"New York"	"36"	"2012"	"2012"	35701	16812689	212.345568
	"New York"	"36"	"2013"	"2013"	35737	16818646	212.484406
	"New York"	"36"	"2014"	"2014"	35623	16848133	211.435890
	"New York"	"36"	"2015"	"2015"	35657	16831476	211.847137
	"New York"	"36"	"2016"	"2016"	37097	16712780	221.967859
	"New York"	"36"	"2017"	"2017"	36405	16687206	218.161147
"Total"	"New York"	"36"			699913	317150062	220.688275
	"North Carolina"	"37"	"1999"	"1999"	19256	6987598	275.573953
	"North Carolina"	"37"	"2000"	"2000"	19978	7080265	282.164580
	"North Carolina"	"37"	"2001"	"2001"	19964	7223846	276.362481
	"North Carolina"	"37"	"2002"	"2002"	20300	7325018	277.132425
	"North Carolina"	"37"	"2003"	"2003"	20975	7403486	283.312483
	"North Carolina"	"37"	"2004"	"2004"	21250	7516610	282.707231
	"North Carolina"	"37"	"2005"	"2005"	21791	7646787	284.969360
	"North Carolina"	"37"	"2006"	"2006"	22497	7820445	287.669052
	"North Carolina"	"37"	"2007"	"2007"	22732	7988748	284.550220
	"North Carolina"	"37"	"2008"	"2008"	22791	8138752	280.030648
	"North Carolina"	"37"	"2009"	"2009"	22887	8242916	277.656596
	"North Carolina"	"37"	"2010"	"2010"	22627	8301404	272.568351
	"North Carolina"	"37"	"2011"	"2011"	23104	8377615	275.782547
	"North Carolina"	"37"	"2012"	"2012"	23327	8404204	277.563467
	"North Carolina"	"37"	"2013"	"2013"	23502	8440961	278.428013
	"North Carolina"	"37"	"2014"	"2014"	24032	8480602	283.376109
	"North Carolina"	"37"	"2015"	"2015"	24595	8525978	288.471305
	"North Carolina"	"37"	"2016"	"2016"	25620	8577323	298.694593
	"North Carolina"	"37"	"2017"	"2017"	26091	8642974	301.875257
"Total"	"North Carolina"	"37"			427319	151125532	282.757648
	"North Dakota"	"38"	"1999"	"1999"	1126	549888	204.768971
	"North Dakota"	"38"	"2000"	"2000"	1078	547722	196.815173
	"North Dakota"	"38"	"2001"	"2001"	1118	544817	205.206519
	"North Dakota"	"38"	"2002"	"2002"	1103	544177	202.691404
	"North Dakota"	"38"	"2003"	"2003"	1193	545049	218.879404
	"North Dakota"	"38"	"2004"	"2004"	1052	550396	191.135110
	"North Dakota"	"38"	"2005"	"2005"	1167	552133	211.362117
	"North Dakota"	"38"	"2006"	"2006"	1199	555040	216.020467
	"North Dakota"	"38"	"2007"	"2007"	1168	558094	209.283741
	"North Dakota"	"38"	"2008"	"2008"	1251	561784	222.683451
	"North Dakota"	"38"	"2009"	"2009"	1307	568396	229.945320
	"North Dakota"	"38"	"2010"	"2010"	1260	575114	219.086998
	"North Dakota"	"38"	"2011"	"2011"	1343	585337	229.440476
	"North Dakota"	"38"	"2012"	"2012"	1412	598962	235.741166
	"North Dakota"	"38"	"2013"	"2013"	1502	620578	242.032428
	"North Dakota"	"38"	"2014"	"2014"	1439	634484	226.798469
	"North Dakota"	"38"	"2015"	"2015"	1574	649646	242.285799
	"North Dakota"	"38"	"2016"	"2016"	1527	647953	235.665241
	"North Dakota"	"38"	"2017"	"2017"	1507	642185	234.667580
"Total"	"North Dakota"	"38"			24326	11031755	220.508885
	"Ohio"	"39"	"1999"	"1999"	24772	9829863	252.007581
	"Ohio"	"39"	"2000"	"2000"	24970	9845383	253.621418
	"Ohio"	"39"	"2001"	"2001"	25170	9877473	254.822261
	"Ohio"	"39"	"2002"	"2002"	26041	9896127	263.143349
	"Ohio"	"39"	"2003"	"2003"	26322	9915732	265.456953
	"Ohio"	"39"	"2004"	"2004"	26328	9929959	265.137046
	"Ohio"	"39"	"2005"	"2005"	27345	9936091	275.208832
	"Ohio"	"39"	"2006"	"2006"	27350	9940048	275.149577
	"Ohio"	"39"	"2007"	"2007"	27575	9939355	277.432489
	"Ohio"	"39"	"2008"	"2008"	28098	9926262	283.067282
	"Ohio"	"39"	"2009"	"2009"	28330	9921173	285.550912
	"Ohio"	"39"	"2010"	"2010"	28334	9914489	285.783766
	"Ohio"	"39"	"2011"	"2011"	29215	9896507	295.205167
	"Ohio"	"39"	"2012"	"2012"	29224	9839103	297.018946
	"Ohio"	"39"	"2013"	"2013"	29549	9818511	300.951947
	"Ohio"	"39"	"2014"	"2014"	29928	9794994	305.543832
	"Ohio"	"39"	"2015"	"2015"	31055	9770471	317.845475
	"Ohio"	"39"	"2016"	"2016"	32604	9727744	335.165070
	"Ohio"	"39"	"2017"	"2017"	33809	9715473	347.991292
"Total"	"Ohio"	"39"			536019	187434758	285.976308
	"Oklahoma"	"40"	"1999"	"1999"	8780	2983242	294.310686
	"Oklahoma"	"40"	"2000"	"2000"	9028	2994704	301.465520
	"Oklahoma"	"40"	"2001"	"2001"	8933	3009839	296.793284
	"Oklahoma"	"40"	"2002"	"2002"	9556	3031295	315.244805
	"Oklahoma"	"40"	"2003"	"2003"	9683	3044912	318.005906
	"Oklahoma"	"40"	"2004"	"2004"	9806	3062140	320.233562
	"Oklahoma"	"40"	"2005"	"2005"	10324	3081828	334.995983
	"Oklahoma"	"40"	"2006"	"2006"	10297	3119043	330.133313
	"Oklahoma"	"40"	"2007"	"2007"	10572	3152988	335.300991
	"Oklahoma"	"40"	"2008"	"2008"	11084	3178741	348.691510
	"Oklahoma"	"40"	"2009"	"2009"	11032	3217921	342.830045
	"Oklahoma"	"40"	"2010"	"2010"	11038	3244637	340.192139
	"Oklahoma"	"40"	"2011"	"2011"	11279	3273854	344.517501
	"Oklahoma"	"40"	"2012"	"2012"	11281	3280573	343.872854
	"Oklahoma"	"40"	"2013"	"2013"	11658	3301447	353.117890
	"Oklahoma"	"40"	"2014"	"2014"	11810	3315520	356.203552
	"Oklahoma"	"40"	"2015"	"2015"	11963	3335088	358.701180
	"Oklahoma"	"40"	"2016"	"2016"	11912	3333423	357.350387
	"Oklahoma"	"40"	"2017"	"2017"	11975	3328041	359.821288
"Total"	"Oklahoma"	"40"			202011	60289236	335.069763
	"Oregon"	"41"	"1999"	"1999"	6542	2957391	221.208491
	"Oregon"	"41"	"2000"	"2000"	6550	2983222	219.561266
	"Oregon"	"41"	"2001"	"2001"	6855	3025504	226.573820
	"Oregon"	"41"	"2002"	"2002"	7219	3065449	235.495681
	"Oregon"	"41"	"2003"	"2003"	7497	3093233	242.367775
	"Oregon"	"41"	"2004"	"2004"	7362	3108009	236.871901
	"Oregon"	"41"	"2005"	"2005"	7621	3143120	242.466085
	"Oregon"	"41"	"2006"	"2006"	7796	3189163	244.452855
	"Oregon"	"41"	"2007"	"2007"	7953	3229115	246.290392
	"Oregon"	"41"	"2008"	"2008"	7902	3260704	242.340304
	"Oregon"	"41"	"2009"	"2009"	8112	3285860	246.876008
	"Oregon"	"41"	"2010"	"2010"	7890	3297541	239.269201
	"Oregon"	"41"	"2011"	"2011"	8133	3318798	245.058603
	"Oregon"	"41"	"2012"	"2012"	8130	3317734	245.046770
	"Oregon"	"41"	"2013"	"2013"	8180	3322670	246.187554
	"Oregon"	"41"	"2014"	"2014"	8452	3336352	253.330584
	"Oregon"	"41"	"2015"	"2015"	8462	3368101	251.239497
	"Oregon"	"41"	"2016"	"2016"	8491	3404587	249.398826
	"Oregon"	"41"	"2017"	"2017"	8526	3433959	248.284851
"Total"	"Oregon"	"41"			147673	61140512	241.530526
	"Pennsylvania"	"42"	"1999"	"1999"	26623	10343245	257.395044
	"Pennsylvania"	"42"	"2000"	"2000"	26923	10361889	259.827142
	"Pennsylvania"	"42"	"2001"	"2001"	27184	10390066	261.634527
	"Pennsylvania"	"42"	"2002"	"2002"	27659	10429302	265.204709
	"Pennsylvania"	"42"	"2003"	"2003"	27753	10476874	264.897717
	"Pennsylvania"	"42"	"2004"	"2004"	27779	10520583	264.044302
	"Pennsylvania"	"42"	"2005"	"2005"	28717	10562986	271.864414
	"Pennsylvania"	"42"	"2006"	"2006"	28935	10617860	272.512540
	"Pennsylvania"	"42"	"2007"	"2007"	28566	10659088	267.996662
	"Pennsylvania"	"42"	"2008"	"2008"	28655	10682873	268.233087
	"Pennsylvania"	"42"	"2009"	"2009"	28880	10720210	269.397708
	"Pennsylvania"	"42"	"2010"	"2010"	28693	10743072	267.083754
	"Pennsylvania"	"42"	"2011"	"2011"	29867	10761321	277.540276
	"Pennsylvania"	"42"	"2012"	"2012"	29194	10720675	272.314943
	"Pennsylvania"	"42"	"2013"	"2013"	29349	10682471	274.739805
	"Pennsylvania"	"42"	"2014"	"2014"	29501	10652688	276.934798
	"Pennsylvania"	"42"	"2015"	"2015"	30522	10622715	287.327675
	"Pennsylvania"	"42"	"2016"	"2016"	31771	10560506	300.847327
	"Pennsylvania"	"42"	"2017"	"2017"	32238	10525850	306.274553
"Total"	"Pennsylvania"	"42"			548809	201034274	272.992753
	"Rhode Island"	"44"	"1999"	"1999"	1860	887642	209.543938
	"Rhode Island"	"44"	"2000"	"2000"	1896	895917	211.626747
	"Rhode Island"	"44"	"2001"	"2001"	1984	905698	219.057567
	"Rhode Island"	"44"	"2002"	"2002"	2089	915168	228.264100
	"Rhode Island"	"44"	"2003"	"2003"	2129	921294	231.088013
	"Rhode Island"	"44"	"2004"	"2004"	2005	924876	216.785818
	"Rhode Island"	"44"	"2005"	"2005"	2033	919643	221.064043
	"Rhode Island"	"44"	"2006"	"2006"	2044	914980	223.392861
	"Rhode Island"	"44"	"2007"	"2007"	2071	909497	227.708283
	"Rhode Island"	"44"	"2008"	"2008"	2099	905301	231.856587
	"Rhode Island"	"44"	"2009"	"2009"	2092	902526	231.793876
	"Rhode Island"	"44"	"2010"	"2010"	2081	900686	231.046114
	"Rhode Island"	"44"	"2011"	"2011"	2107	897159	234.852462
	"Rhode Island"	"44"	"2012"	"2012"	2033	891663	228.000938
	"Rhode Island"	"44"	"2013"	"2013"	2164	888697	243.502566
	"Rhode Island"	"44"	"2014"	"2014"	2120	889026	238.463217
	"Rhode Island"	"44"	"2015"	"2015"	2215	886322	249.909175
	"Rhode Island"	"44"	"2016"	"2016"	2234	882462	253.155377
	"Rhode Island"	"44"	"2017"	"2017"	2201	881684	249.635924
"Total"	"Rhode Island"	"44"			39457	17120241	230.469886
	"South Carolina"	"45"	"1999"	"1999"	11223	3494813	321.133062
	"South Carolina"	"45"	"2000"	"2000"	11295	3526679	320.272982
	"South Carolina"	"45"	"2001"	"2001"	11507	3571060	322.229254
	"South Carolina"	"45"	"2002"	"2002"	11672	3607318	323.564488
	"South Carolina"	"45"	"2003"	"2003"	12073	3641513	331.538017
	"South Carolina"	"45"	"2004"	"2004"	12113	3691388	328.142151
	"South Carolina"	"45"	"2005"	"2005"	12417	3736993	332.272498
	"South Carolina"	"45"	"2006"	"2006"	12727	3802677	334.685276
	"South Carolina"	"45"	"2007"	"2007"	12988	3870516	335.562493
	"South Carolina"	"45"	"2008"	"2008"	12741	3932018	324.032087
	"South Carolina"	"45"	"2009"	"2009"	12858	3972940	323.639421
	"South Carolina"	"45"	"2010"	"2010"	13150	3993490	329.285913
	"South Carolina"	"45"	"2011"	"2011"	13022	4020669	323.876449
	"South Carolina"	"45"	"2012"	"2012"	13090	4028264	324.953876
	"South Carolina"	"45"	"2013"	"2013"	13233	4047071	326.977214
	"South Carolina"	"45"	"2014"	"2014"	13648	4070617	335.280868
	"South Carolina"	"45"	"2015"	"2015"	14095	4101351	343.667245
	"South Carolina"	"45"	"2016"	"2016"	14405	4130887	348.714453
	"South Carolina"	"45"	"2017"	"2017"	14666	4159792	352.565705
"Total"	"South Carolina"	"45"			242923	73400056	330.957513
	"South Dakota"	"46"	"1999"	"1999"	1488	642631	231.548120
	"South Dakota"	"46"	"2000"	"2000"	1402	646713	216.788591
	"South Dakota"	"46"	"2001"	"2001"	1453	649847	223.591091
	"South Dakota"	"46"	"2002"	"2002"	1445	652009	221.622708
	"South Dakota"	"46"	"2003"	"2003"	1612	655498	245.919896
	"South Dakota"	"46"	"2004"	"2004"	1520	661642	229.731486
	"South Dakota"	"46"	"2005"	"2005"	1643	666289	246.589693
	"South Dakota"	"46"	"2006"	"2006"	1604	672440	238.534293
	"South Dakota"	"46"	"2007"	"2007"	1531	679574	225.288195
	"South Dakota"	"46"	"2008"	"2008"	1571	685249	229.259729
	"South Dakota"	"46"	"2009"	"2009"	1651	691724	238.679011
	"South Dakota"	"46"	"2010"	"2010"	1642	697599	235.378778
	"South Dakota"	"46"	"2011"	"2011"	1667	705429	236.310103
	"South Dakota"	"46"	"2012"	"2012"	1763	711171	247.900997
	"South Dakota"	"46"	"2013"	"2013"	1720	718714	239.316334
	"South Dakota"	"46"	"2014"	"2014"	1852	722952	256.171917
	"South Dakota"	"46"	"2015"	"2015"	1894	724049	261.584506
	"South Dakota"	"46"	"2016"	"2016"	1895	726649	260.786157
	"South Dakota"	"46"	"2017"	"2017"	1964	728042	269.764656
"Total"	"South Dakota"	"46"			31317	13038221	240.193812
	"Tennessee"	"47"	"1999"	"1999"	15108	4940432	305.803217
	"Tennessee"	"47"	"2000"	"2000"	15691	4985972	314.702931
	"Tennessee"	"47"	"2001"	"2001"	15771	5038448	313.013055
	"Tennessee"	"47"	"2002"	"2002"	16603	5078381	326.934903
	"Tennessee"	"47"	"2003"	"2003"	17159	5120907	335.077360
	"Tennessee"	"47"	"2004"	"2004"	17157	5174124	331.592362
	"Tennessee"	"47"	"2005"	"2005"	17641	5239201	336.711647
	"Tennessee"	"47"	"2006"	"2006"	18064	5314406	339.906285
	"Tennessee"	"47"	"2007"	"2007"	17840	5382985	331.414633
	"Tennessee"	"47"	"2008"	"2008"	17927	5430415	330.122099
	"Tennessee"	"47"	"2009"	"2009"	18333	5468675	335.236598
	"Tennessee"	"47"	"2010"	"2010"	18448	5492643	335.867450
	"Tennessee"	"47"	"2011"	"2011"	18895	5523702	342.071314
	"Tennessee"	"47"	"2012"	"2012"	19058	5537736	344.147861
	"Tennessee"	"47"	"2013"	"2013"	19097	5543602	344.487212
	"Tennessee"	"47"	"2014"	"2014"	19735	5563652	354.713055
	"Tennessee"	"47"	"2015"	"2015"	20037	5583747	358.845055
	"Tennessee"	"47"	"2016"	"2016"	20474	5604142	365.336924
	"Tennessee"	"47"	"2017"	"2017"	20954	5639382	371.565537
"Total"	"Tennessee"	"47"			343992	101662552	338.366481
	"Texas"	"48"	"1999"	"1999"	42087	18507927	227.399860
	"Texas"	"48"	"2000"	"2000"	43566	18779288	231.989626
	"Texas"	"48"	"2001"	"2001"	45136	19212957	234.924796
	"Texas"	"48"	"2002"	"2002"	46861	19556857	239.614167
	"Texas"	"48"	"2003"	"2003"	47749	19860971	240.416241
	"Texas"	"48"	"2004"	"2004"	47835	20184838	236.984810
	"Texas"	"48"	"2005"	"2005"	49130	20520309	239.421346
	"Texas"	"48"	"2006"	"2006"	50163	21029929	238.531476
	"Texas"	"48"	"2007"	"2007"	51602	21443886	240.637355
	"Texas"	"48"	"2008"	"2008"	52541	21845051	240.516719
	"Texas"	"48"	"2009"	"2009"	52879	22259016	237.562164
	"Texas"	"48"	"2010"	"2010"	52781	22543675	234.127754
	"Texas"	"48"	"2011"	"2011"	53678	22968652	233.701133
	"Texas"	"48"	"2012"	"2012"	54683	23219908	235.500502
	"Texas"	"48"	"2013"	"2013"	55665	23482026	237.053651
	"Texas"	"48"	"2014"	"2014"	57475	23857877	240.905760
	"Texas"	"48"	"2015"	"2015"	58088	24243946	239.597960
	"Texas"	"48"	"2016"	"2016"	59139	24509356	241.291530
	"Texas"	"48"	"2017"	"2017"	60236	24831884	242.575231
"Total"	"Texas"	"48"			981294	412858353	237.682971
	"Utah"	"49"	"1999"	"1999"	3322	2015838	164.794988
	"Utah"	"49"	"2000"	"2000"	3316	2042947	162.314539
	"Utah"	"49"	"2001"	"2001"	3515	2089348	168.234301
	"Utah"	"49"	"2002"	"2002"	3552	2126875	167.005583
	"Utah"	"49"	"2003"	"2003"	3812	2158574	176.598069
	"Utah"	"49"	"2004"	"2004"	3869	2195724	176.206117
	"Utah"	"49"	"2005"	"2005"	3831	2244947	170.649908
	"Utah"	"49"	"2006"	"2006"	4095	2304641	177.684941
	"Utah"	"49"	"2007"	"2007"	4335	2370856	182.845352
	"Utah"	"49"	"2008"	"2008"	4189	2427838	172.540342
	"Utah"	"49"	"2009"	"2009"	4321	2480027	174.231974
	"Utah"	"49"	"2010"	"2010"	4337	2514423	172.484900
	"Utah"	"49"	"2011"	"2011"	4544	2558001	177.638711
	"Utah"	"49"	"2012"	"2012"	4576	2583868	177.098830
	"Utah"	"49"	"2013"	"2013"	4652	2617237	177.744698
	"Utah"	"49"	"2014"	"2014"	4874	2647642	184.088332
	"Utah"	"49"	"2015"	"2015"	5038	2688052	187.421970
	"Utah"	"49"	"2016"	"2016"	5212	2730053	190.912045
	"Utah"	"49"	"2017"	"2017"	5173	2766261	187.003323
"Total"	"Utah"	"49"			80563	45563152	176.816125
	"Vermont"	"50"	"1999"	"1999"	1105	528056	209.258109
	"Vermont"	"50"	"2000"	"2000"	1104	531317	207.785559
	"Vermont"	"50"	"2001"	"2001"	1108	534118	207.444797
	"Vermont"	"50"	"2002"	"2002"	1105	536725	205.878243
	"Vermont"	"50"	"2003"	"2003"	1128	538445	209.492149
	"Vermont"	"50"	"2004"	"2004"	1101	539661	204.016966
	"Vermont"	"50"	"2005"	"2005"	1105	540029	204.618641
	"Vermont"	"50"	"2006"	"2006"	1220	540005	225.923834
	"Vermont"	"50"	"2007"	"2007"	1188	538795	220.492024
	"Vermont"	"50"	"2008"	"2008"	1210	536909	225.364075
	"Vermont"	"50"	"2009"	"2009"	1149	535502	214.565025
	"Vermont"	"50"	"2010"	"2010"	1190	534663	222.570105
	"Vermont"	"50"	"2011"	"2011"	1291	532309	242.528306
