b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11,b_storage12,b_storage13,b_storage14,b_storage15,b_storage16,b_storage17,b_storage18,b_storage19,b_storage20,se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20,p_storage1,p_storage2,p_storage3,p_storage4,p_storage5,p_storage6,p_storage7,p_storage8,p_storage9,p_storage10,p_storage11,p_storage12,p_storage13,p_storage14,p_storage15,p_storage16,p_storage17,p_storage18,p_storage19,p_storage20
1.2058336,.95907831,.69732076,.44950354,.19762437,-.04552165,-.30870929,-.53663194,-.80616015,-1.0479389,-1.34723,-1.5477761,-1.8422285,-2.0742435,-2.3088484,-2.6164606,-2.8409269,-3.037436,-3.272404,-3.5569046,1.028354,1.0250695,1.0236198,1.0215991,1.0187958,1.0138797,1.0120507,1.0105511,1.0098851,1.005667,1.0026563,1.0004612,.99522728,.99997896,.99115396,.98998135,.99303287,.97660798,.9891867,.97438955,.24773,.35494587,.49955565,.66224802,.84715068,.96440619,.76188385,.5982638,.42931402,.30350175,.18644758,.12953311,.071373299,.044371381,.024840254,.011587363,.0066202534,.0033959521,.0019615781,.00073379214
.15797666,-.094306193,-.34659383,-.58575433,-.82153553,-1.0945002,-1.3388081,-1.6093649,-1.8157336,-2.1063857,-2.3002429,-2.599323,-2.8627222,-3.0719409,-3.2947333,-3.6205559,-3.8179853,-4.0850163,-4.3299551,-4.5607319,1.1382259,1.1356041,1.1313924,1.1301515,1.1255047,1.1269677,1.121208,1.1204852,1.1151919,1.1154974,1.1091442,1.0994513,1.1078644,1.1062919,1.0943203,1.0884595,1.0827198,1.08884,1.0915173,1.0898584,.89029402,.93421996,.760894,.60703689,.46958536,.33714843,.23931095,.15850087,.11114801,.066076383,.04441015,.022887139,.013426839,.0082384804,.0044463971,.0018639584,.001053137,.00054433313,.0002857488,.00014698904
.1531014,-.083066657,-.33890966,-.59431982,-.865318,-1.1006736,-1.3268329,-1.5791382,-1.8320391,-2.0867939,-2.3411145,-2.5874159,-2.8251421,-3.0630102,-3.2917738,-3.6290648,-3.8157384,-4.0785203,-4.3339458,-4.6268144,1.1982867,1.1941725,1.1941003,1.188229,1.1866633,1.1843331,1.1774597,1.1762704,1.1764606,1.1678549,1.1637682,1.1661946,1.162149,1.1554617,1.1581532,1.1565522,1.1542062,1.1395324,1.1412596,1.1383647,.89895803,.94488204,.77797663,.61962759,.47002307,.35814145,.26635367,.18682158,.12709838,.081355244,.050858557,.032103729,.019518055,.011357578,.006950398,.0031484738,.0019739368,.00090357609,.00047510362,.00021248989
-1.8328781,-2.0718431,-2.3257134,-2.5518236,-2.8047791,-3.0480912,-3.2968154,-3.5398445,-3.809093,-4.0274239,-4.2717671,-4.5100498,-4.7631402,-4.9992871,-5.2394247,-5.5213423,-5.7601013,-6.0093527,-6.2186494,-6.4614849,1.0304263,1.0269598,1.0250984,1.0220671,1.0209231,1.0172836,1.0113033,1.0106505,1.0124599,1.0096146,1.004626,1.0016903,1.002031,.99575764,.99247164,.99299634,.99164534,.98810786,.98881084,.98068935,.082694925,.050226457,.028612899,.016645042,.0088882875,.0046223928,.0022452753,.001127866,.00052764418,.00026720937,.00011938476,.000054671145,.000024696736,.000010497113,0,0,0,0,0,0
.81777275,.57145923,.31735939,.064017542,-.17429258,-.44119939,-.70642209,-.9338721,-1.2031282,-1.4346774,-1.7014247,-1.9179608,-2.1903133,-2.4435339,-2.7006545,-2.9416435,-3.2350101,-3.4604652,-3.6853273,-3.9649596,1.1602101,1.1584095,1.1533369,1.1489538,1.1485858,1.1489348,1.1446904,1.1396317,1.1406577,1.1406187,1.133881,1.1360734,1.1229129,1.1253417,1.1286657,1.1104854,1.119324,1.1027905,1.1153985,1.1047944,.48488933,.62442309,.78457052,.95583701,.88013202,.70295739,.54056168,.4172675,.29770797,.21557871,.1411389,.098959342,.057967212,.035743508,.0213852,.011412814,.0061298371,.0031477248,.001984484,.00087830081
.55845821,.3190614,.059984285,-.17594844,-.43708321,-.69326413,-.92975026,-1.2177393,-1.4541337,-1.6998974,-1.9327887,-2.1764379,-2.4476373,-2.6850393,-2.9415481,-3.1640408,-3.4701326,-3.695945,-3.9703293,-4.218771,1.0636593,1.0617882,1.0581729,1.0551298,1.0555801,1.0492947,1.0496839,1.0469702,1.0408572,1.0413368,1.0417246,1.0357691,1.0324026,1.0361891,1.0309198,1.0321856,1.0146506,1.0211148,1.0204637,1.0146296,.60238677,.76531857,.95507014,.86838233,.6809817,.51250315,.38092166,.25151065,.1699132,.11024929,.070742033,.041806348,.022531269,.013186514,.0067522088,.0038365209,.0014289697,.00080318464,.00035953507,.00015959829
.78387988,.52779311,.29021519,.024543809,-.21819535,-.4770681,-.73488653,-.97412002,-1.2095802,-1.5377136,-1.7339283,-1.9736916,-2.2368743,-2.4730821,-2.7077081,-3.0082726,-3.2600365,-3.4999294,-3.7147994,-4.0307708,1.0551958,1.0535865,1.0498646,1.0474176,1.0410957,1.0386329,1.0401607,1.0396421,1.0321378,1.0264635,1.0342602,1.025519,1.0300387,1.0146166,1.0187607,1.0125146,1.0108548,1.0116935,1.0072397,1.0025511,.46179211,.61908591,.78360575,.98141879,.83503157,.64842832,.48386547,.35425752,.24799533,.1417755,.10125204,.061240707,.035721697,.019215712,.011160392,.0049451636,.0024747828,.0012765045,.00065684994,.00024289115
2.039392,1.7786992,1.5402259,1.2606605,1.0291913,.75799817,.53747988,.25590652,.0067874962,-.24856614,-.50871426,-.72697449,-.98865044,-1.2277496,-1.517886,-1.7633131,-2.0576084,-2.299474,-2.5112543,-2.7725456,1.0355439,1.0339381,1.0291965,1.0246068,1.0255513,1.0237862,1.0160772,1.020732,1.0141449,1.0058852,1.0048025,1.0097513,1.0069559,1.0066142,.99744213,.99060547,.99678141,.98935205,.99238956,.98680496,.055690568,.092915736,.14217404,.22556585,.32148221,.46328416,.59967482,.80329144,.99469239,.80605489,.61536986,.47563773,.33194646,.22955523,.1357405,.08248236,.0453596,.025147032,.015323898,.0075671882
-.7014277,-.94771528,-1.199314,-1.4350162,-1.6978502,-1.959208,-2.1885476,-2.4357257,-2.6812544,-2.9139578,-3.1891048,-3.430855,-3.6619959,-3.8833277,-4.1767836,-4.4073601,-4.6584101,-4.8895721,-5.1751313,-5.4234452,.99989665,.99921155,.99620229,.98936021,.98802036,.98536152,.98185223,.98043138,.97868127,.97541749,.9700073,.97623366,.97556615,.97258937,.97042799,.95917815,.96142715,.95231742,.95960808,.95616478,.48695388,.34845102,.2355383,.15454131,.093260989,.053480841,.031355251,.017154876,.0090641025,.0047341106,.0020775693,.0010900031,.00054111698,.00026422809,.00010162423,.000040844239,.000018423003,0,0,0
-.13529818,-.38626623,-.63716948,-.88661456,-1.1345586,-1.3658988,-1.6210334,-1.8570571,-2.137603,-2.3671951,-2.6534979,-2.9059703,-3.1000876,-3.4190013,-3.617414,-3.8624136,-4.122242,-4.3334441,-4.602304,-4.8597941,1.2236911,1.2185599,1.217407,1.2121459,1.2124726,1.2086042,1.2058144,1.2047729,1.1998162,1.1965092,1.193902,1.1912577,1.187256,1.1828744,1.1828504,1.1868173,1.1723288,1.1759583,1.1656823,1.1607089,.91250026,.75286287,.60352564,.4686693,.35488641,.26498312,.1862274,.13089904,.082221389,.054626882,.031821858,.019125303,.012548974,.0061254553,.0039117448,.0022802502,.0010840228,.00066280429,.00030240871,.00014598883
-1.9352719,-2.1871245,-2.4210339,-2.6737709,-2.9140198,-3.1579766,-3.3822463,-3.6429768,-3.895308,-4.1495314,-4.4025722,-4.608109,-4.8814921,-5.1315956,-5.3435102,-5.60151,-5.8160672,-6.0719252,-6.3319945,-6.5717802,1.0135145,1.0114161,1.0091672,1.0067042,1.0047889,1.0003772,.9969793,.9944855,.9955104,.98709553,.99097234,.98639899,.98828125,.97653079,.9808867,.9770242,.97340316,.97981304,.96681106,.96673226,.063216425,.036470298,.021068588,.01121344,.0059705451,.0029887157,.0015455304,.00070677936,.00033635445,.00013859865,.000065950197,.00003203539,.000013628807,0,0,0,0,0,0,0
.049395725,-.19827361,-.43650022,-.69238889,-.93426573,-1.1931392,-1.4405206,-1.6872063,-1.9535966,-2.2267702,-2.419991,-2.712961,-2.9562366,-3.1714079,-3.4388132,-3.691638,-3.9476931,-4.2508869,-4.4612432,-4.7336884,1.1390088,1.1349691,1.1315799,1.1300558,1.1270938,1.122443,1.1259162,1.1089778,1.1193566,1.1067487,1.1017493,1.1038646,1.1051269,1.1033031,1.0908591,1.0909241,1.094434,1.0818244,1.085375,1.0825089,.96561927,.86217898,.70168054,.54345632,.41195199,.2940101,.20794219,.13583353,.088426687,.050822843,.033767279,.018300051,.010686411,.0063880072,.0030250677,.0015834873,.00083293108,.00032005209,.00018469275,.000082030114
-.5652079,-.82029063,-1.057948,-1.2958918,-1.5385525,-1.8026719,-2.0284681,-2.2855346,-2.5310397,-2.7564249,-3.0427382,-3.3110003,-3.5146635,-3.8055568,-4.0211778,-4.2742782,-4.5186543,-4.7981091,-5.0222602,-5.2554255,1.1564145,1.153765,1.1512849,1.149516,1.144428,1.1424761,1.1390854,1.138314,1.130023,1.1305908,1.122969,1.1257937,1.1224275,1.1158844,1.1170872,1.1129234,1.1108805,1.1064726,1.1065743,1.0980715,.6276167,.48112902,.36350805,.26615465,.18621516,.12228227,.08235766,.051282268,.030587381,.019188698,.0097892284,.0053574909,.0032053061,.0014689445,.00085101498,.0004178088,.00021042975,.000091905451,.000048795355,.000022261745
-.99793941,-1.2445463,-1.4897816,-1.7428774,-1.9842708,-2.2315593,-2.4722235,-2.7319515,-2.9598234,-3.2427616,-3.4629638,-3.7502973,-3.9513657,-4.1782255,-4.4325871,-4.6967072,-4.9610496,-5.2087498,-5.4514804,-5.6708202,1.0287553,1.0268891,1.0224104,1.0204024,1.0178627,1.0159869,1.0090972,1.0064933,1.0084914,.99853796,1.005043,1.0032048,.99419749,.99814272,.9986248,.98750782,.98669106,.98034114,.98619086,.98088121,.3377119,.23246686,.15269829,.095193096,.058104567,.033771411,.018646246,.0096706813,.0054455139,.0023246873,.0013283164,.00056636328,.00027932599,.00014640253,.000066779277,.000024490271,.000010250595,0,0,0
.72345424,.46576142,.22611573,-.038154051,-.28188375,-.55233866,-.77066517,-1.0391582,-1.2768121,-1.5257256,-1.7851728,-2.0550308,-2.2233367,-2.5202136,-2.7801888,-3.0367324,-3.2763333,-3.5695188,-3.78093,-4.0395532,1.0474633,1.0442493,1.0419312,1.0383694,1.0376747,1.0323594,1.0329404,1.0326743,1.028183,1.025512,1.0217522,1.0215726,1.0163469,1.0159125,1.0093488,1.0138938,1.0076911,1.0010061,.99387109,.99921107,.49366313,.65792572,.82927215,.97086728,.78725481,.59552228,.45987046,.32018363,.22136226,.14446299,.088095717,.050862163,.034457609,.017305771,.0087267272,.0046371184,.0023000743,.0009388742,.00046566949,.0002270129
.92100614,.66858679,.42372024,.1718982,-.070995875,-.33730277,-.62215024,-.81283838,-1.0781698,-1.3196714,-1.576721,-1.8547206,-2.0919607,-2.3226097,-2.5464621,-2.83319,-3.0985804,-3.3508229,-3.6357536,-3.8653669,1.0518373,1.0488716,1.0478358,1.0458885,1.0407963,1.0380166,1.0358729,1.0318397,1.0301868,1.028515,1.0247159,1.0274049,1.0214255,1.0144734,1.0121951,1.0081635,1.0170075,1.0066222,1.0028768,1.0075216,.38633966,.52738583,.68803769,.87025839,.94594765,.74687177,.55140913,.43537,.30142567,.20666823,.13156267,.078382917,.046992768,.027271902,.015887724,.0075548179,.0040349532,.001851042,.00078967231,.00042292994
-.69570172,-.94265676,-1.1724406,-1.4506322,-1.6878754,-1.8883376,-2.2063534,-2.4491482,-2.6872191,-2.9027226,-3.1453378,-3.4305615,-3.6263137,-3.9291224,-4.1565809,-4.378036,-4.6720214,-4.9116049,-5.1366024,-5.4340477,1.1564577,1.1528767,1.1484095,1.1501033,1.1468761,1.1444908,1.1422213,1.1358743,1.1310143,1.135515,1.1324253,1.1254562,1.1179057,1.1148461,1.1170901,1.1095728,1.101899,1.1126152,1.1023687,1.1039689,.55076593,.41828004,.3132762,.2143282,.14873247,.10659748,.060336512,.036987271,.022259302,.014380493,.0082229143,.0040198136,.0023485462,.0010590211,.00059629127,.00030467028,.00012394633,.000072038885,.000033282788,.000014397238
