b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11,b_storage12,b_storage13,b_storage14,b_storage15,b_storage16,b_storage17,b_storage18,b_storage19,b_storage20,se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20,p_storage1,p_storage2,p_storage3,p_storage4,p_storage5,p_storage6,p_storage7,p_storage8,p_storage9,p_storage10,p_storage11,p_storage12,p_storage13,p_storage14,p_storage15,p_storage16,p_storage17,p_storage18,p_storage19,p_storage20
-.74923992,-.99564886,-1.2492659,-1.5028577,-1.7274683,-1.9884696,-2.2197447,-2.4835415,-2.7444508,-2.9608383,-3.2381277,-3.4853144,-3.7298126,-3.9574089,-4.2272015,-4.4647679,-4.681953,-4.9635978,-5.202364,-5.4679408,1.0157967,1.0126171,1.0096471,1.0073847,1.0100791,1.000423,1.0027497,1.0014185,.99476773,.99295515,.99643052,.98892361,.98525894,.98132223,.97522372,.9723829,.97256988,.97461265,.9685092,.96617359,.46496516,.33125469,.22300474,.14339587,.094781674,.053559478,.032474026,.017335873,.0086274892,.0048049921,.0023103561,.0010590568,.00049221847,.00023403516,.000092422903,.000041280258,.000020361615,0,0,0
-.70408338,-.95454407,-1.2032996,-1.441843,-1.7042973,-1.9347144,-2.1793246,-2.4069779,-2.6900542,-2.9283297,-3.1713521,-3.4058924,-3.6658051,-3.9141481,-4.1735606,-4.4321852,-4.6612463,-4.9262304,-5.1493158,-5.3910694,1.0959306,1.0933458,1.0920444,1.0888022,1.0869731,1.0838135,1.0840422,1.0725107,1.07686,1.0737687,1.0689992,1.0641876,1.0671695,1.0601354,1.0545002,1.0627537,1.0507323,1.0522857,1.0444524,1.0380787,.52415586,.38772127,.27694121,.19275621,.12458409,.081644915,.051001411,.030277424,.016591309,.0093590692,.0050040861,.0026493052,.0013688726,.00064911711,.00029368166,.00015356748,.000067304718,.000031053471,.000014038015,0
-.014702605,-.26701713,-.50940591,-.74975944,-1.0091352,-1.2647529,-1.526054,-1.7561508,-1.9976623,-2.2593505,-2.5018311,-2.7427597,-2.9980235,-3.2328434,-3.4787071,-3.7365601,-3.9809585,-4.2644496,-4.5105257,-4.7574935,1.1623057,1.1596551,1.1540238,1.1506132,1.1508921,1.1487969,1.1410704,1.1448865,1.1397847,1.1392679,1.123893,1.1354456,1.128957,1.1278708,1.1233153,1.1176153,1.1121633,1.1160558,1.1137384,1.1132065,.98996878,.81903815,.66123033,.51828426,.38568851,.27734584,.18846837,.13273348,.087134972,.054075077,.031568319,.020251906,.011224635,.006526046,.0035221227,.001776561,.00090264156,.00044297971,.0002221204,.00011166586
-.26249704,-.51184911,-.75962251,-1.0176579,-1.2619476,-1.4832996,-1.7640356,-2.0025456,-2.2528806,-2.4958582,-2.746911,-2.9957628,-3.2276802,-3.485666,-3.7379403,-4.0127668,-4.2285519,-4.4609599,-4.7329292,-4.9850221,1.1429651,1.1407655,1.1385142,1.1359609,1.1299509,1.1295307,1.1252149,1.1273158,1.1196585,1.1175756,1.1115469,1.1105781,1.1045043,1.1104717,1.0956653,1.097657,1.0941837,1.0948684,1.0934039,1.0958347,.81949538,.6560185,.50837904,.37555927,.27057517,.1964179,.12463018,.08309079,.050809503,.031049306,.017709026,.010094564,.0056307758,.0031392004,.0014638421,.00072233961,.00038886481,.00020611337,.000094157622,.000047207381
-1.251704,-1.4914933,-1.7465153,-1.9891175,-2.2327569,-2.4816139,-2.716727,-3.006532,-3.2195113,-3.4480457,-3.6891029,-3.954633,-4.2071919,-4.4570017,-4.7200809,-4.9580941,-5.1797705,-5.4465675,-5.7016549,-5.9359021,1.0150044,1.0117458,1.0099791,1.0052477,1.0031713,1.0030556,.99513912,.99309605,.99562538,.99010998,.99245834,.98336005,.9840982,.98118943,.97919655,.96915418,.9755891,.96643496,.9712407,.9733215,.22452475,.14807118,.091286525,.054589972,.031593002,.017588995,.0092911916,.004251163,.0024161206,.0011948905,.00060295657,.0002421268,.00011115139,.000048202066,.000019952184,0,0,0,0,0
-.6446836,-.89631367,-1.141753,-1.3884532,-1.626772,-1.8845047,-2.1285672,-2.362371,-2.6113114,-2.9084315,-3.0994945,-3.3931918,-3.5903459,-3.8637209,-4.1088495,-4.3436279,-4.5581331,-4.8706298,-5.1273589,-5.3183784,1.1300539,1.1265649,1.1246291,1.1201657,1.1223102,1.1186199,1.1150939,1.1108824,1.1056497,1.1035831,1.1004335,1.0987806,1.0937762,1.090922,1.0942621,1.0822017,1.0857626,1.0839305,1.0813583,1.0802404,.57145941,.43083724,.31595188,.22220603,.15480866,.099651113,.063295774,.039521504,.023018071,.011807687,.0074309073,.0036063856,.0021080002,.0010072131,.00053921022,.00024797526,.00014104892,.0000562311,.000025650121,.000014349046
-2.3879247,-2.6313033,-2.8661461,-3.1217051,-3.3584721,-3.5898967,-3.8438261,-4.0893154,-4.3233948,-4.5776973,-4.8266702,-5.049336,-5.2712893,-5.5251293,-5.7861133,-6.0680599,-6.2946811,-6.5533628,-6.7781048,-7.0284181,.95588267,.95458907,.95252675,.94956726,.94789678,.94460362,.9408713,.93835884,.93816555,.9331733,.9311775,.92835307,.92698163,.92194647,.92156583,.92073625,.91934735,.91391784,.91545296,.91173458,.016587995,.0086810971,.0044675441,.0020787879,.001003208,.00047099733,.00019932677,.000085942025,.000039148203,.000015192561,0,0,0,0,0,0,0,0,0,0
-.039508831,-.28257847,-.54069847,-.77972043,-1.0281532,-1.2804884,-1.5371159,-1.7979872,-2.0287528,-2.2848308,-2.5246248,-2.8073761,-3.0038116,-3.2581048,-3.5060592,-3.7791624,-4.0373006,-4.2553916,-4.5390582,-4.8051991,1.1231558,1.1204337,1.1176435,1.1179205,1.1112442,1.1096034,1.1039957,1.1026857,1.0982343,1.0976411,1.090494,1.0920327,1.091476,1.09199,1.0808223,1.0808117,1.0769861,1.0770741,1.0755841,1.0702754,.97210962,.80214304,.63111287,.48944277,.36026189,.25518054,.17133144,.11064418,.071930334,.043664791,.025688754,.013874587,.0087801348,.0047819656,.0023483138,.0011473482,.00054921128,.0002999366,.0001317984,.000056907313
-.91004997,-1.1563399,-1.4034886,-1.668946,-1.8954428,-2.1446905,-2.3895526,-2.6381059,-2.8836198,-3.1356001,-3.348367,-3.6218796,-3.8747699,-4.1215014,-4.3662457,-4.6417599,-4.8630462,-5.1196222,-5.3377762,-5.631321,1.0617925,1.0598655,1.0564587,1.0549682,1.0525136,1.0457022,1.0465927,1.0453089,1.0397024,1.0374792,1.0331579,1.0334959,1.0216969,1.0280765,1.0222752,1.0236912,1.0174761,1.0145044,1.0088837,1.0090476,.39637828,.28163218,.19136561,.12133709,.079081759,.046698496,.027673898,.015580167,.0083086304,.0043100864,.002367863,.0011215346,.00048226464,.00025157828,.00011256163,.000049449816,.000022730359,0,0,0
.35751772,.096928038,-.14792797,-.39648339,-.62292218,-.91467243,-1.1356997,-1.4155234,-1.6336209,-1.8994652,-2.1525438,-2.3830702,-2.6256042,-2.9066727,-3.119468,-3.3996584,-3.6718302,-3.9057543,-4.1372395,-4.4046159,1.0923119,1.090318,1.0878621,1.0824026,1.0836091,1.0772449,1.0799308,1.0712042,1.0747597,1.064097,1.060069,1.0675015,1.0659254,1.0525728,1.0544479,1.0519582,1.0490181,1.0373703,1.0429612,1.0390571,.74510354,.92959511,.89250225,.71602517,.56852812,.40076461,.29912314,.19368432,.13618922,.08165317,.048818596,.031113252,.018057188,.0085698077,.0051156464,.0024290225,.0011353218,.00052322214,.00028582977,.00012429991
2.2979906,2.0499721,1.7810382,1.536659,1.2669451,1.0257797,.76896989,.50600141,.25974271,-.012692947,-.25141495,-.5168066,-.76551944,-.96479547,-1.288278,-1.5410315,-1.8214109,-1.9802625,-2.2873394,-2.5678399,.94554067,.94382924,.94361687,.93574703,.93718392,.93173003,.93467575,.92923439,.92464066,.92238671,.91962183,.9176324,.91587359,.91074604,.91126925,.9145385,.90088898,.90243936,.9037838,.89900315,.019547079,.035694912,.066191241,.10820334,.18382995,.27734408,.41543069,.58902246,.78019065,.9890874,.78592634,.57636893,.40809238,.29564333,.16499299,.09957958,.049756777,.03393285,.015311279,.0066994643
-1.2472619,-1.4892924,-1.7343116,-1.9855418,-2.2360489,-2.4822464,-2.7168684,-2.9811604,-3.2069781,-3.452976,-3.670326,-3.9479194,-4.2230659,-4.4808793,-4.6967764,-4.9173293,-5.1973953,-5.4410663,-5.7196569,-5.9006181,1.0687575,1.0651968,1.0628192,1.0597988,1.0565057,1.0552202,1.0523782,1.0464154,1.0470504,1.0512322,1.0414739,1.0445592,1.0430855,1.0398207,1.0303912,1.0236391,1.0317954,1.0247287,1.0154142,1.0206022,.24994498,.16958968,.11037944,.068138301,.040421624,.023537211,.013505592,.0068303528,.0038627347,.0020952178,.0010596267,.00050123926,.00022298,.000099990764,.000045860179,.000021037682,0,0,0,0
.45729128,.21508712,-.036501691,-.30985507,-.56229198,-.77528542,-1.0456506,-1.2822295,-1.5526676,-1.8141887,-2.0521727,-2.3156486,-2.5459981,-2.7897468,-3.0668457,-3.2653806,-3.5627382,-3.7756109,-4.0806599,-4.2994342,1.0876137,1.0841787,1.0803609,1.0791926,1.0716776,1.0720941,1.0716718,1.0649425,1.0686598,1.064365,1.063022,1.0545868,1.0536233,1.0555905,1.0477257,1.049113,1.0402374,1.0461622,1.0410663,1.037254,.67634958,.84372264,.97321129,.77546847,.60262853,.47369289,.33492577,.2354808,.15385972,.09585961,.06048001,.033821836,.020211123,.011590527,.0055587464,.0033744415,.0014091234,.00082821224,.00032952067,.0001660609
1.4209235,1.1672271,.92795295,.65846395,.40222001,.16385052,-.094339602,-.3318513,-.58189005,-.83736616,-1.0912081,-1.3684858,-1.6232524,-1.8530617,-2.1136189,-2.3523161,-2.6044781,-2.8938308,-3.1636167,-3.3578796,1.1237097,1.1208192,1.1149744,1.1106342,1.1102704,1.1100497,1.1047798,1.1000355,1.1002228,1.095787,1.0976758,1.0907434,1.0910974,1.0950017,1.0804666,1.0784229,1.0753976,1.0793923,1.0750095,1.0735219,.21319401,.30378968,.4100816,.55652308,.7190094,.88337684,.93236524,.76442605,.59973782,.4491424,.32600147,.21671622,.1444748,.098177969,.057276309,.03495419,.019948674,.01052628,.0053313919,.0032352679
-.15085796,-.39797959,-.64366972,-.90501058,-1.136127,-1.40976,-1.6440095,-1.8727939,-2.0962944,-2.3908267,-2.6677749,-2.8697596,-3.1220744,-3.3987491,-3.6548381,-3.8760364,-4.0972772,-4.3740473,-4.5834336,-4.8475327,1.0974334,1.0947758,1.0919136,1.0907751,1.0866116,1.0803932,1.0824357,1.0783767,1.0752541,1.07067,1.0779628,1.0730866,1.0639589,1.0645862,1.0511072,1.0562563,1.0493405,1.0506531,1.0487981,1.049513,.89133662,.71807975,.55876869,.41151619,.30188563,.19921766,.13648577,.089953013,.058088269,.031067789,.017555894,.010705804,.0054528643,.0027079189,.0012134284,.00069357594,.0003448122,.00015705467,.000082726176,.000037870304
-.064784765,-.31053016,-.55107695,-.82393694,-1.0560102,-1.2938129,-1.5594785,-1.8004501,-2.0533521,-2.3171728,-2.5517569,-2.80371,-3.0585411,-3.3362184,-3.561666,-3.8133714,-4.0037999,-4.2984123,-4.5510731,-4.7596622,1.1499234,1.1457745,1.1444379,1.1404229,1.1372901,1.1369882,1.135375,1.1305506,1.1290486,1.1263953,1.116976,1.1209922,1.1145128,1.1128969,1.1087455,1.1051559,1.1088492,1.1000049,1.1003008,1.1064676,.95534593,.78773391,.63270277,.47409827,.35856622,.26175588,.17705019,.11894434,.076273561,.046069846,.027587369,.016468557,.0089572417,.0046041464,.0025635278,.0013096597,.00082396896,.00034170537,.00017061012,.0001023811
-1.0233339,-1.2630746,-1.5138178,-1.7598253,-2.0183523,-2.2546353,-2.5166309,-2.7532146,-2.9815149,-3.2368374,-3.4762735,-3.7341917,-3.9564133,-4.2180691,-4.4734759,-4.6857634,-4.9878883,-5.2597246,-5.4312763,-5.7181935,1.0421511,1.0409718,1.0405856,1.0349376,1.025575,1.0228908,1.0256493,1.0261277,1.0239966,1.0116029,1.0179369,1.0148023,1.0145988,1.0074482,1.0144924,1.0013099,.99610043,1.0037564,1.0002329,.99687898,.33188665,.23193592,.15334539,.09662731,.055853803,.033182811,.018477745,.010469617,.0057916613,.0026548163,.0014495294,.000673239,.00035017883,.00014600446,.000073150695,.000031233751,.000010951709,0,0,0
-.022714218,-.27280533,-.52495772,-.76692402,-1.0281155,-1.2529379,-1.5232778,-1.7704401,-2.0234582,-2.2561157,-2.5000904,-2.7398911,-3.0107112,-3.2374787,-3.5160284,-3.7668002,-3.9705009,-4.2499957,-4.5351348,-4.7897935,1.0981065,1.0955133,1.0933226,1.0889364,1.0872593,1.0836673,1.0793556,1.0799786,1.0739386,1.0715551,1.077762,1.0679588,1.0655515,1.0606287,1.0604128,1.0630354,1.0546399,1.0465691,1.0522925,1.0413041,.98359734,.8045882,.63367337,.48523524,.34989092,.25429159,.16570461,.10879673,.066649139,.041420739,.025414566,.014055822,.0072610974,.0039737052,.0019204137,.0010021616,.00052362611,.0002148062,.000099839992,.000040220551
.63054615,.38572755,.11231814,-.13316661,-.37740958,-.62566632,-.90328151,-1.1305853,-1.3901663,-1.6419897,-1.8715748,-2.1206517,-2.3881364,-2.6361198,-2.8403242,-3.1462409,-3.3775423,-3.6260867,-3.8887939,-4.1273451,1.0900129,1.0871028,1.086674,1.0776131,1.0794966,1.075159,1.0727959,1.0730419,1.0657332,1.0661117,1.0660123,1.0680525,1.0529648,1.0590554,1.0588527,1.0529799,1.0544699,1.04615,1.0487251,1.0440776,.56610721,.72454196,.91818154,.90225518,.7284162,.56380075,.40467921,.29822391,.19936477,.13120303,.086612418,.053800963,.02866317,.01695637,.010487053,.0047272085,.0026302328,.001252392,.00061922538,.00029793149
.38606688,.13571905,-.10847399,-.37305972,-.60719639,-.86232734,-1.1266739,-1.3354397,-1.6241003,-1.8704193,-2.1217725,-2.3610024,-2.6130612,-2.8840344,-3.1107042,-3.3271601,-3.6125209,-3.8271456,-4.067142,-4.3835311,1.1355494,1.1321272,1.1298771,1.1280813,1.1228743,1.1194794,1.1176229,1.1181417,1.1105876,1.1111845,1.1026157,1.1063837,1.1020508,1.0982009,1.0966973,1.086804,1.089919,1.0893965,1.0885315,1.0927519,.73560542,.905164,.92398423,.74255306,.59160453,.44554201,.31931987,.23920962,.15126093,.099924289,.061275512,.038873285,.022516705,.012086397,.0070570479,.0038779776,.0019270775,.0010940727,.00056965771,.00024966372
.17887382,-.069387257,-.34066197,-.56254768,-.80624431,-1.0720165,-1.3019787,-1.5366441,-1.8273549,-2.0763769,-2.2887368,-2.5972583,-2.8152525,-3.1064982,-3.3391316,-3.5792954,-3.8269794,-4.0925231,-4.3542061,-4.5684996,1.104465,1.0977318,1.0967696,1.0985912,1.0884767,1.0883843,1.0847285,1.0861118,1.0859144,1.0814371,1.0778619,1.0723983,1.0597939,1.0731788,1.0746186,1.0653268,1.0533384,1.0665668,1.053138,1.0471853,.87213665,.94990671,.75767457,.61135447,.46309114,.33042011,.23691976,.16467394,.10001913,.061831445,.039801426,.019946704,.011200723,.0060571879,.0034231264,.0016956873,.00077171013,.0004221861,.00017150279,.000084691543
.45380157,.20903708,-.038921259,-.30164522,-.55697709,-.81464559,-1.0541261,-1.2923375,-1.5429379,-1.7966743,-2.0563912,-2.3060555,-2.5736268,-2.789603,-3.0478754,-3.3202245,-3.5491545,-3.779212,-4.033483,-4.3213644,1.1479169,1.1443902,1.1428673,1.1350381,1.1403691,1.1277561,1.1279905,1.1235096,1.1316638,1.1189826,1.119765,1.1155908,1.1169865,1.1122136,1.0998093,1.1051319,1.1024139,1.1000704,1.0932152,1.0846148,.69465166,.85596317,.9729979,.79175758,.62785584,.47417367,.35550892,.25669846,.18018906,.11603066,.073549055,.045075659,.026359843,.016187055,.0083565218,.0045233937,.002513509,.0013674864,.00065403042,.00027114942
-.13548571,-.37591997,-.62821174,-.88879871,-1.1360607,-1.3770339,-1.6264106,-1.8745303,-2.1292267,-2.3794456,-2.6251032,-2.8707674,-3.1339147,-3.3496354,-3.6362779,-3.8918715,-4.1446424,-4.3708711,-4.6149168,-4.8355584,1.1527646,1.1505584,1.1477294,1.1453617,1.1397455,1.1379695,1.1385529,1.1344093,1.1314881,1.1295599,1.1181624,1.1237272,1.1169946,1.1159999,1.1106668,1.1044538,1.1102279,1.1026756,1.1044754,1.0977947,.90701306,.74553555,.58710438,.44220352,.32472426,.23317881,.16072537,.10608622,.066976197,.041323029,.023797061,.014438205,.0076452191,.00455881,.0021591512,.0010607541,.00057509483,.00028838468,.00014987742,.000074251388
-.26417941,-.50304824,-.7701509,-1.0056542,-1.2474276,-1.4918811,-1.7483387,-2.0208411,-2.2544563,-2.5078092,-2.7561064,-2.9964893,-3.2414269,-3.5040231,-3.7563021,-3.987082,-4.2133379,-4.4848771,-4.7578478,-4.9814973,1.0722668,1.0720578,1.0711327,1.0652862,1.0628541,1.0593563,1.0647281,1.0575682,1.0546545,1.0484076,1.042433,1.0368071,1.0483022,1.0337069,1.0300697,1.0357081,1.0282516,1.0298924,1.0214815,1.0114369,.80662155,.64138669,.47621539,.35068819,.24730483,.16658333,.10822871,.063034914,.038557995,.021424349,.011558908,.0061303833,.0035679943,.0015575666,.00074188993,.0004066719,.00019203966,.000086814027,.000033474724,.000014264604
-.9700889,-1.2167124,-1.462556,-1.7136147,-1.9511307,-2.1951435,-2.448977,-2.7160819,-2.9328554,-3.1693206,-3.4164188,-3.6691978,-3.8978231,-4.2012215,-4.4187951,-4.6711321,-4.8982921,-5.1533794,-5.3981743,-5.6570816,1.0595796,1.0564497,1.0561043,1.0500678,1.052779,1.048167,1.0428644,1.0370342,1.0368336,1.0396769,1.0307359,1.0311521,1.0266354,1.0264856,1.0170323,1.0170089,1.01661,1.0142297,1.0161091,1.0092154,.36526117,.25611648,.17358552,.11035711,.071043,.042459574,.023762109,.012301971,.0072013829,.0040174369,.001926764,.00095976959,.00047625709,.00019485132,.000089535635,.000041093335,.000020086502,0,0,0
-.26390427,-.50930113,-.76333964,-1.0067784,-1.2591039,-1.5253991,-1.7591331,-1.9894767,-2.2394035,-2.4675014,-2.7260745,-3.0041931,-3.2217321,-3.4891822,-3.7563457,-3.9667814,-4.2788134,-4.4691911,-4.7347035,-5.0196304,1.1874521,1.1856959,1.1806092,1.177794,1.1743797,1.1700658,1.1716936,1.166921,1.1607512,1.1625011,1.1551375,1.1565408,1.1478215,1.1481607,1.1424177,1.1413715,1.1397699,1.140433,1.1352932,1.1313699,.8252272,.66978097,.52151728,.39762935,.28992593,.19961333,.14092553,.095781647,.060638078,.03987461,.023118028,.012981128,.0076223114,.0041212635,.0020755043,.0012192994,.00054049329,.00033035339,.00015357013,.000067181856
.16008499,-.097654961,-.33133125,-.57373351,-.84414822,-1.0912021,-1.3537743,-1.5863854,-1.8204441,-2.0546999,-2.3389783,-2.5723331,-2.8287318,-3.0995166,-3.3356297,-3.5928855,-3.8349831,-4.0958114,-4.3406506,-4.58534,1.1605971,1.154677,1.1563673,1.1522506,1.1517062,1.1514372,1.1382095,1.1418142,1.1390206,1.1425583,1.1334718,1.1247045,1.1248721,1.1294938,1.1226571,1.1127597,1.1200424,1.1100184,1.1041955,1.1080745,.89096832,.93301219,.77591693,.62119776,.4677563,.34884131,.24112906,.17222461,.11766578,.079489835,.045429278,.027421504,.015929308,.0089600226,.0049438286,.0024489409,.0014130122,.00065345387,.00031843115,.00016961487
.12141719,-.12460653,-.38191199,-.6386959,-.88317871,-1.13664,-1.3724383,-1.6068496,-1.8595439,-2.1088414,-2.3493223,-2.6013629,-2.8766625,-3.1234822,-3.3795502,-3.6183352,-3.8771837,-4.1472301,-4.397882,-4.6142721,1.0994073,1.0966569,1.0955583,1.0926279,1.0887932,1.0866587,1.0796925,1.0804865,1.0772328,1.0770669,1.072626,1.0664613,1.0648892,1.0590702,1.0650059,1.0590943,1.0614917,1.0515045,1.0519317,1.0455981,.91260022,.91009045,.72917318,.5620532,.42196143,.30169097,.21084411,.14462498,.091836862,.057064902,.034249227,.01913297,.0099951392,.005241463,.0028560576,.0014436533,.00072910078,.00030614922,.00014877992,.00007236025
-1.863006,-2.0981996,-2.3525691,-2.6099155,-2.8305538,-3.109328,-3.3246639,-3.5710902,-3.8593748,-4.0669303,-4.3149819,-4.5296226,-4.7907734,-5.0564408,-5.2987981,-5.5331807,-5.7648287,-6.0244317,-6.2600393,-6.5119948,1.2001767,1.1971503,1.1946912,1.1897576,1.1847931,1.1847922,1.1828036,1.1796173,1.1741902,1.1716121,1.1712986,1.1646569,1.1659904,1.1626372,1.1576983,1.1615831,1.1525087,1.1556675,1.1480514,1.1408701,.12828198,.087135792,.055715051,.033986084,.021575242,.012140397,.0075433543,.0042523528,.0020826561,.0012341886,.0006649585,.00036113407,.00018557979,.000088339359,.00004322331,.000023922579,.000011144842,0,0,0
.54365385,.29254639,.052796274,-.20757437,-.45969802,-.69707036,-.96445662,-1.2167542,-1.4496299,-1.7288166,-1.9663188,-2.2093048,-2.4742043,-2.7175052,-2.9425833,-3.2073362,-3.432286,-3.7511795,-3.9659781,-4.2196765,1.1661459,1.1632578,1.1586081,1.1568758,1.1555451,1.1531261,1.149105,1.1431696,1.1395603,1.1397698,1.1398869,1.1339411,1.1280409,1.1216403,1.1163564,1.1171377,1.1217505,1.1202962,1.1119313,1.1068683,.64354187,.80269241,.96387523,.85848653,.69282734,.54883897,.40616208,.29339018,.21050707,.13698737,.092057087,.058241088,.03400841,.019904647,.011794711,.0064459266,.003895439,.0017513972,.00093665114,.00045467122
.55808347,.30933195,.047834836,-.19127011,-.46131489,-.68872368,-.93961799,-1.2070756,-1.4257109,-1.7123953,-1.942466,-2.1929128,-2.4548144,-2.6994953,-2.9291449,-3.2282467,-3.4028625,-3.7075253,-3.9419496,-4.1833687,1.139649,1.1374798,1.1340092,1.1306456,1.1262472,1.1278154,1.123395,1.1173074,1.1200403,1.1107113,1.1093304,1.1088612,1.1048396,1.0979559,1.0979484,1.0985496,1.0982881,1.0959698,1.0924723,1.082445,.62695789,.78702909,.96655834,.86649567,.68422896,.5447883,.40777323,.28630349,.21022063,.13082768,.087420754,.054719463,.031870514,.01825754,.010882406,.005391655,.0035076358,.0015883648,.00082997204,.00038866952
1.5260777,1.2671373,1.0211499,.76103967,.50878966,.27549562,-.0045501799,-.22624406,-.52824044,-.75941604,-1.0024375,-1.2363496,-1.5279025,-1.8030151,-2.0327051,-2.2627869,-2.4803014,-2.7659514,-3.0581026,-3.2498147,1.0857779,1.0816278,1.0798382,1.0804918,1.0743965,1.0728438,1.0667419,1.066195,1.060585,1.0536994,1.0579238,1.0555891,1.0474782,1.0453019,1.04152,1.0400696,1.0389135,1.043763,1.0379161,1.0296961,.16740079,.24815728,.34986675,.48519924,.63832664,.79862511,.99661732,.8330043,.62109935,.47517487,.34890947,.24826378,.15228075,.092082091,.057831075,.035402991,.021661188,.011383845,.0052818013,.0029944349
-.7316376,-.98688233,-1.221876,-1.4706372,-1.7270261,-1.9557825,-2.2116165,-2.4700544,-2.710109,-2.958668,-3.1944411,-3.4598143,-3.6972547,-3.9478452,-4.1893239,-4.4613571,-4.7001204,-4.9819522,-5.2357063,-5.3941207,1.120612,1.1180253,1.1149834,1.11036,1.108784,1.106243,1.1057137,1.1007172,1.0968132,1.0908998,1.0909034,1.0903821,1.0893496,1.0790924,1.0825999,1.0838411,1.0773354,1.0764725,1.0660603,1.072264,.51747096,.38254401,.27953154,.19268321,.12701789,.084510423,.05213517,.030291716,.017724358,.0097248703,.0055424501,.0028579459,.0015389173,.00071657699,.00038294803,.00018137397,.000084670326,.00003678412,.000014915059,.000010164352
-1.3615637,-1.613582,-1.851241,-2.1034369,-2.3450615,-2.5753989,-2.8474295,-3.0815182,-3.3209169,-3.5667348,-3.8197634,-4.0708885,-4.2930532,-4.5738339,-4.8144422,-5.0429149,-5.3128576,-5.5268641,-5.7978354,-6.024333,1.0203476,1.017404,1.0150193,1.0129694,1.0081797,1.0067637,1.0070839,1.0038126,1.0051556,.99566889,.98917317,.99310535,.98695594,.98306906,.98630399,.9803462,.98542136,.97459704,.9690519,.97422707,.18943313,.12042748,.075469963,.04415543,.025040349,.014316973,.0072251563,.0037906307,.0019853858,.00089537853,.00039237607,.00019111644,.000088152716,.00003402945,.000016418642,0,0,0,0,0
.34294558,.097975455,-.16167054,-.40978891,-.65423137,-.92260051,-1.138265,-1.4057648,-1.6471703,-1.9206761,-2.1392603,-2.4122221,-2.6999393,-2.8976903,-3.1530726,-3.3803294,-3.674675,-3.8883176,-4.1829667,-4.4093251,1.1425865,1.1388716,1.1354808,1.1359804,1.1276087,1.1331923,1.1242845,1.1243408,1.1203737,1.1224337,1.1190106,1.1111854,1.1063967,1.0994174,1.090199,1.092013,1.1041499,1.0840156,1.0926551,1.092048,.76558053,.93186247,.88747668,.72014892,.56495929,.42025661,.31726789,.21827865,.14914139,.094606347,.062915355,.035785127,.019084549,.011801296,.0060967742,.0035348057,.0018548078,.00088319683,.00043348435,.00023054772
-.11202811,-.35708079,-.60216469,-.86664009,-1.0932804,-1.3607763,-1.6098484,-1.8503834,-2.0940461,-2.3445117,-2.6131186,-2.8741324,-3.1247959,-3.3514891,-3.6285896,-3.8562181,-4.1128683,-4.3558502,-4.6063995,-4.8420701,1.1386875,1.1370118,1.1345114,1.1293179,1.1313002,1.1241667,1.129952,1.1206334,1.1188084,1.1144096,1.1097767,1.107312,1.1011434,1.0968207,1.1007501,1.0921402,1.1029613,1.0999135,1.0898467,1.0825913,.92210716,.75507402,.5984416,.44723988,.33951375,.23302869,.16181035,.10633923,.068397723,.041571964,.023410562,.013045118,.0070323171,.0039391578,.0020271526,.0010392504,.00058230362,.00029163054,.00012915501,.000060031234
1.2401372,.99964726,.7432186,.47951722,.22555345,-.012612094,-.27814811,-.56584078,-.77209061,-1.0289189,-1.2843033,-1.5507699,-1.7777919,-2.0917656,-2.3038199,-2.5656085,-2.7868466,-3.0621605,-3.2870634,-3.5373473,1.0582596,1.0549173,1.0538919,1.0477651,1.046542,1.0437201,1.0454552,1.0452042,1.034337,1.0272044,1.0382911,1.037084,1.0298871,1.0289116,1.0239326,1.0262747,1.0267916,1.014883,1.0073518,1.0152009,.24801621,.34888151,.48466489,.64961493,.83042848,.99041736,.79153061,.5911833,.45964906,.32237878,.22314782,.1424896,.091840893,.048562728,.029881248,.016515777,.0096755074,.0043693515,.0022258749,.0011883994
-2.1558728,-2.4019761,-2.644238,-2.8956358,-3.1298339,-3.3696585,-3.6212542,-3.8487694,-4.1018734,-4.3547139,-4.6131887,-4.8610072,-5.070889,-5.3324366,-5.5651431,-5.806231,-6.0034523,-6.2878737,-6.5392218,-6.797946,.9535172,.94979614,.94813031,.94795638,.946262,.94044232,.94080883,.93535703,.93492466,.93285716,.93255621,.92543232,.91950023,.91453761,.92048877,.92322356,.91076493,.91395938,.90959942,.90389091,.029133335,.01538326,.0079847304,.0039501749,.0019648881,.00089327898,.00040732123,.00018220182,.000078401426,.000032393262,.000013306887,0,0,0,0,0,0,0,0,0
